requisicaoN,tempoBanco,tempoHTTP
637,0.000559,0.252541
638,0.000491,0.270362
639,0.000539,0.286716
640,0.000469,0.321284
641,0.000444,0.245112
642,0.000495,0.269612
643,0.000482,0.275745
644,0.000447,0.251177
645,0.005473,0.351830
646,0.000461,0.278092
647,0.000448,0.258314
648,0.000421,0.255878
649,0.000564,0.342123
650,0.000401,0.251834
651,0.000467,0.255578
652,0.000473,0.271996
653,0.001444,0.253291
654,0.000426,0.275255
655,0.000394,0.272958
656,0.000449,0.277193
657,0.000679,0.267872
658,0.000428,0.253418
659,0.000508,0.273168
660,0.000482,0.252372
661,0.003020,0.273317
662,0.000446,0.246013
663,0.000461,0.276409
664,0.000459,0.277981
665,0.000605,0.264592
666,0.000438,0.279471
667,0.000467,0.317861
668,0.000514,0.280889
669,0.000438,0.273139
670,0.000463,0.249637
671,0.000468,0.252721
672,0.000469,0.267059
673,0.005153,0.280381
674,0.000461,0.257572
675,0.000472,0.253786
676,0.000498,0.252153
677,0.004261,0.274355
678,0.000467,0.370788
679,0.000535,0.267800
680,0.000442,0.275634
681,0.000496,0.257380
682,0.000491,0.250374
683,0.000451,0.292836
684,0.000467,0.261058
685,0.000474,0.278344
686,0.000444,0.258441
687,0.000423,0.252596
688,0.000474,0.268020
689,0.000564,0.271867
690,0.000547,0.295880
691,0.000459,0.276165
692,0.000452,0.304851
693,0.004608,0.285896
694,0.000490,0.251517
695,0.000529,0.271895
696,0.000488,0.256098
697,0.000585,0.257356
698,0.000563,0.266497
699,0.000562,0.252562
700,0.000572,0.261547
701,0.000698,0.274345
702,0.000514,0.262979
703,0.000528,0.357370
704,0.000497,0.273662
705,0.000466,0.279072
706,0.000531,0.276592
707,0.000586,0.262005
708,0.000517,0.257886
709,0.000535,0.280597
710,0.000603,0.312260
711,0.001747,0.273713
712,0.001641,0.273646
713,0.020564,0.368817
714,0.000547,0.290628
715,0.000445,0.288378
716,0.000557,0.286256
717,0.000542,0.254324
718,0.000516,0.253463
719,0.002159,0.283951
720,0.000528,0.249485
721,0.000475,0.251591
722,0.000470,0.270813
723,0.000484,0.285381
724,0.000581,0.286640
725,0.000474,0.294502
726,0.000771,0.253651
727,0.000475,0.277561
728,0.000467,1.281883
729,0.000478,0.265891
730,0.000465,0.268674
731,0.000525,0.321998
732,0.000511,0.263054
733,0.000474,0.264714
734,0.000470,0.264899
735,0.000554,0.275277
736,0.000471,0.258938
737,0.000450,0.267556
738,0.000455,0.274578
739,0.000485,0.266487
740,0.000403,0.276500
741,0.000424,0.258593
742,0.000478,0.284985
743,0.000465,0.261615
744,0.000456,0.273170
745,0.004463,0.287027
746,0.000454,0.277434
747,0.000519,0.281754
748,0.000443,0.297459
749,0.000446,0.252973
750,0.000432,0.304029
751,0.000408,0.437086
752,0.000493,0.272481
753,0.000543,0.266416
754,0.000443,0.281037
755,0.000905,0.309411
756,0.000448,0.270099
757,0.000575,0.274219
758,0.000482,0.253592
759,0.000446,0.290240
760,0.000446,0.280040
761,0.000443,0.264751
762,0.000528,0.254211
763,0.000454,0.255729
764,0.000509,0.255841
765,0.006470,0.253743
766,0.000466,0.273328
767,0.000546,0.300056
768,0.000514,0.331535
769,0.000537,0.249307
770,0.000773,0.255896
771,0.000434,0.271719
772,0.000441,0.262639
773,0.000490,0.398485
774,0.000461,0.370228
775,0.000579,0.301640
776,0.000465,0.271069
777,0.000474,0.265664
778,0.000741,0.261861
779,0.000637,0.349600
780,0.000469,0.260200
781,0.000548,0.272831
782,0.000463,0.249697
783,0.000453,0.245439
784,0.000492,0.258347
785,0.000543,0.267780
786,0.000487,0.259937
787,0.000404,0.250920
788,0.000469,0.259794
789,0.000478,0.278905
790,0.000507,0.278697
791,0.000494,0.272510
792,0.001647,0.248504
793,0.005964,0.264501
794,0.000431,0.269362
795,0.000477,0.258240
796,0.000467,0.249773
797,0.000463,0.253071
798,0.000465,0.245409
799,0.000541,0.380699
800,0.000435,0.274983
801,0.000635,0.268595
802,0.000542,0.266831
803,0.000500,0.277014
804,0.000475,0.271352
805,0.000516,0.259578
806,0.000452,0.260951
807,0.000434,0.262934
808,0.000460,0.252734
809,0.000435,0.270876
810,0.000499,0.252553
811,0.000593,0.255013
812,0.000496,0.265820
813,0.003528,0.276918
814,0.000453,0.265637
815,0.000448,0.255734
816,0.000459,0.271353
817,0.001023,0.291626
818,0.000465,0.275031
819,0.000517,0.279173
820,0.000431,0.252768
821,0.000467,0.272080
822,0.000442,0.291616
823,0.000468,0.353630
824,0.000458,0.294093
825,0.000465,0.287380
826,0.000495,0.277952
827,0.000428,0.261376
828,0.000445,0.261751
829,0.000488,0.392143
830,0.000484,0.307971
831,0.001018,0.269925
832,0.000481,0.259901
833,0.000485,0.261035
834,0.000490,0.276347
835,0.000450,0.258616
836,0.000531,0.348271
837,0.000571,0.275786
838,0.000509,0.245945
839,0.000467,0.258440
840,0.000565,0.256145
841,0.000499,0.306158
842,0.000505,0.279925
843,0.000472,0.289216
844,0.000790,0.363055
845,0.000487,0.400344
846,0.000448,0.321282
847,0.000447,0.311262
848,0.000446,0.273865
849,0.001514,0.455414
850,0.000521,0.275073
851,0.000777,0.285424
852,0.000460,0.294275
853,0.000764,0.250285
854,0.000450,0.278546
855,0.000473,0.289323
856,0.000450,0.307003
857,0.000707,0.338090
858,0.000444,0.291216
859,0.000442,0.271452
860,0.000446,0.289011
861,0.001883,0.397973
862,0.000421,0.277511
863,0.000814,0.337811
864,0.000461,0.310152
865,0.000516,0.291444
866,0.000447,0.291242
867,0.000425,0.308508
868,0.000455,0.291225
869,0.000857,0.320084
870,0.000514,0.293343
871,0.000489,0.277526
872,0.000463,0.360985
873,0.000448,0.317773
874,0.000474,0.300839
875,0.000438,0.295014
876,0.000447,0.334234
877,0.000427,0.251753
878,0.000466,0.329059
879,0.000482,0.324135
880,0.000451,0.267798
881,0.000532,0.293319
882,0.000606,0.263572
883,0.000404,0.356277
884,0.000415,0.271009
885,0.000506,0.282217
886,0.000439,0.272153
887,0.000448,0.299647
888,0.000445,0.282382
889,0.000502,1.284654
890,0.000451,0.249986
891,0.000441,0.282075
892,0.000386,0.261057
893,0.000673,0.307375
894,0.000452,0.350189
895,0.000457,0.293014
896,0.000473,0.283750
897,0.000514,0.300458
898,0.000466,0.284356
899,0.000443,0.286683
900,0.000458,0.269501
901,0.002296,0.278770
902,0.000478,0.251944
903,0.000472,0.253070
904,0.000461,0.268840
905,0.000568,0.278272
906,0.000449,0.251364
907,0.000483,0.250359
908,0.000503,0.288021
909,0.000461,0.279819
910,0.000502,0.350236
911,0.000469,0.315772
912,0.000472,0.359593
913,0.003236,0.306796
914,0.000453,0.254410
915,0.000457,0.313332
916,0.000456,0.264257
917,0.000524,0.258901
918,0.000463,0.324203
919,0.000508,0.318586
920,0.000462,0.257926
921,0.000538,0.314200
922,0.000604,0.258692
923,0.000442,0.274381
924,0.000459,0.282383
925,0.000543,0.252006
926,0.000531,0.266390
927,0.000483,0.300059
928,0.000487,0.300819
929,0.000548,1.286560
930,0.000484,0.277002
931,0.000546,0.290849
932,0.000449,0.269315
933,0.000486,0.265645
934,0.000447,0.275108
935,0.000457,0.282343
936,0.000448,0.262133
937,0.000481,0.277753
938,0.000480,0.253876
939,0.000509,0.254320
940,0.000537,0.269588
941,0.000493,0.255982
942,0.000550,0.273686
943,0.000455,0.271754
944,0.000534,0.249927
945,0.000458,0.283082
946,0.000479,0.349994
947,0.000494,0.322039
948,0.000442,0.245618
949,0.000522,0.253569
950,0.000464,0.281357
951,0.000485,0.299026
952,0.000443,0.260175
953,0.000449,0.274675
954,0.000475,0.272558
955,0.000548,0.269001
956,0.000461,0.291336
957,0.002206,0.255144
958,0.000485,0.251072
959,0.000435,0.276580
960,0.000465,0.249995
961,0.004320,0.278446
962,0.000529,0.258411
963,0.000555,0.276900
964,0.000486,0.297169
965,0.000542,0.258579
966,0.000485,0.272961
967,0.000461,0.281206
968,0.000471,0.246755
969,0.006201,0.291633
970,0.000500,0.278619
971,0.000449,0.250683
972,0.000415,0.269177
973,0.000586,0.266056
974,0.000514,0.304345
975,0.000501,0.272613
976,0.003113,0.264094
977,0.004113,0.264822
978,0.000448,0.293620
979,0.000464,0.348863
980,0.000519,0.288599
981,0.000496,0.346528
982,0.000490,0.275944
983,0.000704,0.285203
984,0.000520,0.254722
985,0.000528,0.357718
986,0.000564,0.266613
987,0.000510,0.248268
988,0.000522,0.279309
989,0.004220,0.265183
990,0.000493,0.289299
991,0.000512,0.253371
992,0.000506,0.270036
993,0.000805,0.299029
994,0.000648,0.299543
