requisicaoN,tempoBanco,tempoHTTP
1,0.000451,0.254575
2,0.000419,0.330778
3,0.000479,0.269870
4,0.000432,0.265502
5,0.000645,0.273211
6,0.000731,0.284995
7,0.000421,0.271881
8,0.000505,0.297379
9,0.000791,0.280317
10,0.000440,0.274544
11,0.000428,0.346117
12,0.000446,0.280803
13,0.000447,0.277270
14,0.000393,0.260256
15,0.000437,0.271129
16,0.000431,0.256500
17,0.000453,0.306449
18,0.000430,0.258051
19,0.000487,0.255473
20,0.000448,1.257458
21,0.000414,0.285032
22,0.000450,0.320645
23,0.000448,0.262493
24,0.000432,0.275694
25,0.000496,0.286526
26,0.000418,0.322052
27,0.000576,0.262450
28,0.000434,0.317390
29,0.000477,0.332866
30,0.000456,0.305720
31,0.000465,0.264525
32,0.000424,0.265667
33,0.001344,0.289502
34,0.000486,0.302054
35,0.000439,0.291405
36,0.000496,0.257768
37,0.000428,0.268122
38,0.000494,0.299282
39,0.000446,0.349669
40,0.000420,0.324205
41,0.000458,0.324567
42,0.000429,0.273116
43,0.000414,0.269020
44,0.000417,0.296975
45,0.000439,0.289872
46,0.000419,0.248080
47,0.000483,0.367683
48,0.000436,0.259267
49,0.000420,0.254602
50,0.000429,0.255139
51,0.008415,0.294305
52,0.000448,0.252278
53,0.000452,0.282603
54,0.000484,0.352571
55,0.000430,0.295568
56,0.000478,0.357897
57,0.000600,0.287352
58,0.000467,0.300552
59,0.000429,0.249568
60,0.000446,0.374818
61,0.000422,0.265000
62,0.000452,0.317547
63,0.000498,0.297215
64,0.000420,0.268211
65,0.000412,0.258603
66,0.000498,0.293785
67,0.000553,0.282634
68,0.000438,1.364952
69,0.000421,0.283674
70,0.000429,0.270363
71,0.000507,0.331984
72,0.002851,0.260989
73,0.000437,0.256614
74,0.000423,0.280165
75,0.004463,0.268757
76,0.000439,0.262518
77,0.000450,0.264941
78,0.000413,0.281953
79,0.000562,0.260445
80,0.000419,0.259440
81,0.000445,0.265263
82,0.000451,0.255207
83,0.000957,0.251771
84,0.000404,0.254037
85,0.000939,0.259624
86,0.000421,0.249423
87,0.000571,0.313740
88,0.000439,0.251139
89,0.000456,0.268022
90,0.000498,0.250372
91,0.000474,0.269491
92,0.000451,0.252246
93,0.000456,0.276356
94,0.000431,0.258802
95,0.005985,0.264550
96,0.000436,0.293556
97,0.000433,0.284785
98,0.000408,0.252455
99,0.000426,0.365795
100,0.000406,0.276038
101,0.000420,0.262284
102,0.000455,0.252279
103,0.000427,0.272940
104,0.000444,0.286053
105,0.000444,0.272302
106,0.000427,0.263052
107,0.000427,0.282239
108,0.000427,0.291939
109,0.000429,0.266120
110,0.000459,0.287634
111,0.000429,0.292956
112,0.000421,0.347147
113,0.000453,0.272121
114,0.000430,0.274605
115,0.001470,0.278474
116,0.000433,0.271414
117,0.000817,0.260902
118,0.000420,0.258012
119,0.000420,0.263614
120,0.005165,0.267176
121,0.000505,0.791300
122,0.000425,0.351371
123,0.000448,0.320961
124,0.000661,0.295091
125,0.000422,0.297886
126,0.000417,0.509128
127,0.000415,0.297042
128,0.000415,0.351512
129,0.000458,0.281678
130,0.000463,0.274487
131,0.000415,0.285683
132,0.001736,0.263412
133,0.000436,0.279369
134,0.000435,0.790431
135,0.000445,0.268742
136,0.000423,0.249802
137,0.000447,0.352175
138,0.000961,0.287166
139,0.000432,0.366202
140,0.000579,0.278035
141,0.000439,0.249431
142,0.000423,0.253138
143,0.000507,0.270527
144,0.000882,0.269502
145,0.000529,0.278568
146,0.000533,0.284938
147,0.000506,0.289198
148,0.000434,0.273124
149,0.000423,0.286337
150,0.000433,0.285562
151,0.000421,0.295636
152,0.000463,0.269803
153,0.000462,0.275781
154,0.000423,0.527521
155,0.000403,0.267734
156,0.000435,0.263807
157,0.000429,0.286393
158,0.000450,0.269602
159,0.000435,0.250823
160,0.000597,0.272074
161,0.000444,0.289608
162,0.000448,0.285557
163,0.000493,0.455451
164,0.000434,0.290064
165,0.000462,0.458756
166,0.000421,0.851399
167,0.000416,0.651453
168,0.000521,1.385633
169,0.000451,0.490858
170,0.000447,0.348057
171,0.000432,0.432545
172,0.000434,0.353108
173,0.000412,0.343314
174,0.000438,0.414308
175,0.000425,1.013370
176,0.000462,0.418697
177,0.000487,0.375513
178,0.000430,0.428883
179,0.001075,1.173158
180,0.000424,0.321626
181,0.000396,0.343637
182,0.005962,1.689482
183,0.000437,0.625433
184,0.000414,0.408354
185,0.000474,0.450845
186,0.000426,0.376590
187,0.000773,0.452651
188,0.000457,0.329349
189,0.000437,0.258600
190,0.000426,0.247990
191,0.000440,0.270374
192,0.000424,0.247676
193,0.000434,0.287477
194,0.000461,0.267096
195,0.000437,0.267034
196,0.000444,0.334966
197,0.000446,0.269144
198,0.000683,0.254528
199,0.001216,0.294431
200,0.000413,0.250539
201,0.000447,0.273343
202,0.000549,0.289706
203,0.000467,0.528204
204,0.000443,1.067730
205,0.000439,0.276255
206,0.000433,0.276986
207,0.000849,0.269354
208,0.000427,0.262203
209,0.000425,0.361583
210,0.000462,0.271953
211,0.000959,0.257794
212,0.000414,0.438925
213,0.000465,0.269086
214,0.000421,0.255746
215,0.000456,0.268612
216,0.000553,0.278292
217,0.000842,0.276518
218,0.000595,0.274223
219,0.000425,0.250519
220,0.000429,0.289452
221,0.000450,0.264509
222,0.002463,0.353601
223,0.000521,0.395169
224,0.000451,0.266204
225,0.000416,0.275259
226,0.000419,0.327259
227,0.000808,0.262042
228,0.000435,0.246121
229,0.000432,0.353213
230,0.000421,0.250543
231,0.000427,0.270259
232,0.000416,0.305334
233,0.000436,0.252623
234,0.000442,0.268202
235,0.001324,0.263811
236,0.000421,0.244038
237,0.000445,0.248873
238,0.000630,0.253200
239,0.000605,0.250272
240,0.000441,0.284465
241,0.000547,0.275101
242,0.000425,0.261887
243,0.001619,0.275944
244,0.000412,0.352491
245,0.000437,0.267019
246,0.000435,0.245487
247,0.000552,0.249452
248,0.000451,0.335742
249,0.000457,0.274310
250,0.000567,0.356806
251,0.000816,0.271065
252,0.000446,0.260266
253,0.000464,0.245024
254,0.000426,0.327233
255,0.006733,0.257110
256,0.000426,0.265426
257,0.000586,0.262266
258,0.000430,0.272509
259,0.001488,0.272983
260,0.000489,0.251500
261,0.000470,0.351346
262,0.001110,0.264148
263,0.000661,0.287001
264,0.000543,0.333643
265,0.000433,0.307063
266,0.000439,0.270277
267,0.000463,0.346956
268,0.000706,0.307747
269,0.000440,0.269124
270,0.000402,0.280690
271,0.000504,0.256736
272,0.000426,0.268079
273,0.000413,0.287006
274,0.001189,0.277314
